,1,12,16,140,(-1 -1),(3 2),(0 2),(4 11),(7 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.465
,1,12,16,140,(-1 -1),(1 2),(0 2),(4 11),(5 3),(8 5),(5 5),(0 6),(4 7),(4 8),(9 9),(0 8),0.467
,1,12,16,140,(-1 -1),(1 2),(0 2),(0 11),(5 3),(5 5),(7 5),(1 6),(7 8),(1 8),(0 7),(5 9),0.524
,0,38,16,92,(5 0),(4 12),(9 7),(0 2),(7 10),(8 12),(4 9),(4 7),(7 9),(0 7),(8 7),(0 10),0.442
,1,12,16,140,(-1 -1),(3 2),(0 2),(4 11),(7 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.438
,0,42,16,100,(5 0),(0 10),(8 9),(0 2),(7 7),(8 12),(4 7),(0 14),(7 9),(0 7),(9 9),(4 10),0.448
,1,12,16,140,(-1 -1),(6 2),(0 2),(5 11),(1 3),(4 5),(1 5),(6 6),(0 7),(6 8),(4 9),(0 8),0.51
,0,40,16,96,(0 0),(0 12),(9 9),(5 2),(7 7),(8 12),(4 7),(0 10),(7 9),(0 7),(8 9),(4 10),0.509
,0,42,16,100,(0 0),(0 7),(9 9),(5 2),(7 7),(8 12),(4 7),(0 11),(7 9),(0 13),(8 9),(4 10),0.395
,0,40,16,96,(5 0),(4 12),(8 9),(0 2),(7 7),(8 12),(4 7),(4 10),(7 9),(0 7),(9 9),(0 10),0.423
,0,42,16,100,(5 0),(4 10),(8 9),(0 2),(7 7),(8 12),(4 7),(4 14),(7 9),(0 7),(9 9),(0 10),0.391
,0,40,16,96,(5 0),(4 12),(8 9),(0 2),(7 7),(8 12),(0 7),(4 10),(7 9),(3 7),(9 9),(0 10),0.442
,1,12,16,140,(-1 -1),(3 2),(7 2),(4 11),(0 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.447
,1,12,16,140,(-1 -1),(0 2),(7 2),(4 11),(4 3),(8 5),(5 5),(1 6),(0 7),(4 8),(9 9),(0 8),0.41
,1,12,16,140,(-1 -1),(0 2),(7 2),(4 11),(4 3),(8 5),(4 5),(0 6),(7 7),(4 8),(9 9),(0 8),0.442
,1,12,16,140,(-1 -1),(6 2),(3 2),(5 11),(0 3),(4 5),(0 5),(6 6),(3 7),(6 8),(4 9),(0 8),0.418
,1,12,16,140,(-1 -1),(0 2),(4 2),(5 11),(5 3),(4 5),(6 5),(0 6),(9 7),(6 8),(4 9),(0 8),0.42
,1,12,16,140,(-1 -1),(1 2),(0 2),(0 11),(5 3),(8 5),(5 5),(1 6),(1 8),(2 8),(0 7),(6 9),0.459
,1,12,16,140,(-1 -1),(5 2),(0 2),(1 11),(1 3),(0 5),(2 5),(6 6),(5 7),(2 8),(0 9),(6 8),0.848
,1,12,16,140,(-1 -1),(0 2),(7 2),(4 11),(4 3),(8 5),(5 5),(0 6),(4 7),(4 8),(9 9),(0 8),0.403
,1,12,16,140,(-1 -1),(5 2),(0 2),(4 11),(1 3),(3 5),(0 5),(5 6),(9 7),(5 8),(9 8),(0 9),0.358
,1,12,16,140,(-1 -1),(4 2),(3 2),(4 11),(0 3),(8 5),(1 5),(4 6),(0 7),(4 8),(9 9),(0 8),0.407
,0,45,16,106,(0 0),(0 12),(9 13),(5 2),(7 7),(8 9),(0 7),(0 10),(7 9),(3 7),(8 13),(4 10),0.463
,1,12,16,140,(-1 -1),(0 2),(4 2),(5 11),(5 3),(4 5),(6 5),(0 6),(9 7),(6 8),(4 9),(0 8),0.446
,1,12,16,140,(-1 -1),(6 2),(0 2),(5 11),(1 3),(4 5),(1 5),(6 6),(0 7),(6 8),(4 9),(0 8),0.425
,1,12,16,140,(-1 -1),(0 2),(7 2),(4 11),(4 3),(8 5),(5 5),(1 6),(0 7),(4 8),(9 9),(0 8),0.369
,1,12,16,140,(-1 -1),(0 2),(7 2),(5 11),(4 3),(4 5),(7 5),(0 6),(6 7),(6 8),(4 9),(0 8),0.398
,0,39,16,94,(5 0),(2 12),(4 9),(0 2),(0 7),(0 12),(7 7),(3 7),(6 9),(0 9),(5 9),(6 10),0.367
,0,42,16,100,(0 0),(0 7),(9 9),(5 2),(7 7),(8 12),(4 7),(0 11),(7 9),(0 13),(8 9),(4 10),0.396
,1,12,16,140,(-1 -1),(4 2),(0 2),(4 11),(1 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.383
,1,12,16,140,(-1 -1),(5 2),(0 2),(4 11),(1 3),(3 5),(0 5),(5 6),(0 8),(5 8),(9 7),(0 9),0.427
,0,40,16,96,(0 0),(4 12),(8 9),(5 2),(7 7),(8 12),(4 7),(4 10),(7 9),(0 7),(9 9),(0 10),0.449
,0,42,16,100,(5 0),(4 10),(9 9),(0 2),(7 7),(8 12),(4 7),(4 14),(7 9),(0 7),(8 9),(0 10),0.433
,1,12,16,140,(-1 -1),(0 2),(4 2),(0 11),(5 3),(5 5),(7 5),(0 6),(7 8),(0 8),(4 7),(5 9),0.432
,1,12,16,140,(-1 -1),(1 2),(0 2),(0 11),(5 3),(8 5),(5 5),(0 6),(5 8),(0 8),(4 7),(5 9),0.405
,1,12,16,140,(-1 -1),(5 2),(3 2),(4 11),(0 3),(3 5),(0 5),(5 6),(9 7),(5 8),(9 8),(0 9),0.408
,0,40,16,96,(0 0),(4 12),(8 9),(5 2),(7 7),(8 12),(0 7),(4 10),(7 9),(3 7),(9 9),(0 10),0.36
,0,38,16,92,(5 0),(6 12),(9 7),(0 2),(7 10),(4 12),(4 9),(4 7),(7 9),(0 7),(8 7),(0 10),0.401
,1,12,16,140,(-1 -1),(3 2),(7 2),(4 11),(0 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.373
,1,12,16,140,(-1 -1),(6 2),(0 2),(5 11),(1 3),(4 5),(1 5),(6 6),(0 7),(6 8),(4 9),(0 8),0.421
,1,12,16,140,(-1 -1),(0 2),(4 2),(4 11),(5 3),(8 5),(4 5),(0 6),(7 7),(4 8),(9 9),(0 8),0.437
,1,12,16,140,(-1 -1),(0 2),(4 2),(0 11),(5 3),(4 5),(6 5),(0 6),(9 7),(0 8),(5 9),(6 8),0.399
,0,42,16,100,(0 0),(0 10),(8 9),(5 2),(7 7),(8 12),(4 7),(0 14),(7 9),(0 7),(9 9),(4 10),0.45
,0,39,16,94,(5 0),(4 12),(5 9),(0 2),(3 7),(8 12),(0 7),(6 7),(3 9),(6 9),(4 9),(0 10),0.385
,1,12,16,140,(-1 -1),(5 2),(3 2),(4 11),(0 3),(3 5),(0 5),(5 6),(9 7),(5 8),(9 8),(0 9),0.382
,0,40,16,96,(0 0),(4 12),(8 9),(5 2),(7 7),(8 12),(4 7),(4 10),(7 9),(0 7),(9 9),(0 10),0.401
,1,12,16,140,(-1 -1),(0 2),(4 2),(4 11),(5 3),(8 5),(4 5),(0 6),(7 7),(4 8),(9 9),(0 8),0.401
,0,38,16,92,(5 0),(4 12),(8 7),(0 2),(7 10),(8 12),(4 9),(4 7),(7 9),(0 7),(9 7),(0 10),0.393
,1,12,16,140,(-1 -1),(2 2),(0 2),(1 11),(6 3),(0 5),(7 5),(3 6),(2 7),(2 8),(0 9),(6 8),0.451
,1,12,16,140,(-1 -1),(6 2),(3 2),(5 11),(0 3),(4 5),(1 5),(6 6),(0 7),(6 8),(4 9),(0 8),0.364
,1,12,16,140,(-1 -1),(4 2),(3 2),(0 11),(0 3),(8 5),(1 5),(4 6),(1 8),(2 8),(0 7),(6 9),0.399
,0,39,16,94,(0 0),(2 12),(4 9),(5 2),(0 7),(0 12),(7 7),(3 7),(6 9),(0 9),(5 9),(6 10),0.412
,1,12,16,140,(-1 -1),(1 2),(0 2),(0 11),(5 3),(5 5),(7 5),(1 6),(7 8),(1 8),(0 7),(5 9),0.469
,1,12,16,140,(-1 -1),(0 2),(4 2),(0 11),(5 3),(4 5),(6 5),(0 6),(9 7),(0 8),(5 9),(6 8),0.475
,1,12,16,140,(-1 -1),(4 2),(3 2),(0 11),(0 3),(8 5),(1 5),(4 6),(5 8),(1 8),(0 7),(5 9),0.428
,1,12,16,140,(-1 -1),(2 2),(0 2),(1 11),(6 3),(0 5),(7 5),(3 6),(2 7),(2 8),(0 9),(6 8),0.436
,1,12,16,140,(-1 -1),(0 2),(7 2),(4 11),(4 3),(8 5),(4 5),(0 6),(7 7),(4 8),(9 9),(0 8),0.451
,0,38,16,92,(5 0),(4 12),(5 7),(0 2),(4 10),(8 12),(7 9),(6 7),(6 9),(1 7),(0 7),(0 10),0.4
,0,42,16,100,(5 0),(4 10),(8 9),(0 2),(7 7),(8 12),(4 7),(4 14),(7 9),(0 7),(9 9),(0 10),0.479
,0,40,16,96,(5 0),(4 12),(9 9),(0 2),(7 7),(8 12),(0 7),(4 10),(7 9),(3 7),(8 9),(0 10),0.426
,1,12,16,140,(-1 -1),(6 2),(3 2),(5 11),(0 3),(4 5),(1 5),(6 6),(0 7),(6 8),(4 9),(0 8),0.54
,1,12,16,140,(-1 -1),(4 2),(0 2),(4 11),(1 3),(8 5),(0 5),(4 6),(3 7),(4 8),(9 9),(0 8),0.41
,0,38,16,92,(0 0),(4 12),(8 7),(5 2),(7 10),(8 12),(4 9),(4 7),(7 9),(0 7),(9 7),(0 10),0.513
,0,39,16,94,(0 0),(0 12),(9 9),(5 2),(7 7),(8 12),(4 7),(0 7),(7 9),(0 9),(8 9),(4 10),0.394
,1,12,16,140,(-1 -1),(0 2),(4 2),(4 11),(5 3),(8 5),(5 5),(1 6),(0 7),(4 8),(9 9),(0 8),0.458
,1,12,16,140,(-1 -1),(2 2),(0 2),(1 11),(6 3),(0 5),(7 5),(2 6),(6 7),(2 8),(0 9),(6 8),0.555
,0,47,16,110,(0 0),(6 10),(5 13),(5 2),(3 7),(4 9),(0 7),(6 14),(3 9),(6 7),(4 13),(0 10),0.416
,1,12,16,140,(-1 -1),(6 2),(3 2),(5 11),(0 3),(4 5),(1 5),(6 6),(0 7),(6 8),(4 9),(0 8),0.453
,0,42,16,100,(0 0),(0 10),(9 9),(5 2),(7 7),(8 12),(0 7),(0 14),(7 9),(3 7),(8 9),(4 10),0.566
,1,12,16,140,(-1 -1),(0 2),(4 2),(4 11),(5 3),(8 5),(4 5),(0 6),(7 7),(4 8),(9 9),(0 8),0.503
,1,12,16,140,(-1 -1),(0 2),(4 2),(4 11),(5 3),(8 5),(4 5),(0 6),(7 7),(4 8),(9 9),(0 8),0.482
,0,40,16,96,(5 0),(0 12),(8 9),(0 2),(7 7),(8 12),(0 7),(0 10),(7 9),(3 7),(9 9),(4 10),0.559
,1,12,16,140,(-1 -1),(6 2),(0 2),(5 11),(1 3),(4 5),(0 5),(6 6),(3 7),(6 8),(4 9),(0 8),0.451
,1,12,16,140,(-1 -1),(3 2),(7 2),(4 11),(0 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.565
,1,12,16,140,(-1 -1),(4 2),(3 2),(4 11),(0 3),(8 5),(1 5),(4 6),(0 7),(4 8),(9 9),(0 8),0.429
,0,52,16,120,(0 0),(4 7),(8 11),(5 2),(7 14),(8 7),(4 13),(4 11),(7 13),(0 7),(9 11),(0 10),0.501
,0,40,16,96,(0 0),(4 12),(9 9),(5 2),(7 7),(8 12),(4 7),(4 10),(7 9),(0 7),(8 9),(0 10),0.44
,0,39,16,94,(5 0),(0 12),(8 9),(0 2),(7 7),(8 12),(4 7),(0 7),(7 9),(0 9),(9 9),(4 10),0.436
,0,40,16,96,(5 0),(0 12),(9 9),(0 2),(7 7),(8 12),(4 7),(0 10),(7 9),(0 7),(8 9),(4 10),0.462
,0,40,16,96,(5 0),(0 12),(8 9),(0 2),(7 7),(8 12),(4 7),(0 10),(7 9),(0 7),(9 9),(4 10),0.369
,1,12,16,140,(-1 -1),(0 2),(4 2),(4 11),(5 3),(8 5),(4 5),(0 6),(7 7),(4 8),(9 9),(0 8),0.453
,0,38,16,92,(0 0),(4 12),(1 7),(5 2),(4 10),(8 12),(7 9),(6 7),(6 9),(2 7),(0 7),(0 10),0.498
,1,12,16,140,(-1 -1),(3 2),(0 2),(4 11),(7 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.538
,0,42,16,100,(0 0),(4 10),(8 9),(5 2),(7 7),(8 12),(4 7),(4 14),(7 9),(0 7),(9 9),(0 10),0.465
,1,12,16,140,(-1 -1),(4 2),(3 2),(0 11),(0 3),(8 5),(1 5),(4 6),(0 7),(0 8),(4 8),(5 9),0.489
,1,12,16,140,(-1 -1),(5 2),(3 2),(4 11),(0 3),(3 5),(0 5),(5 6),(0 8),(5 8),(9 7),(0 9),0.482
,1,12,16,140,(-1 -1),(2 2),(0 2),(1 11),(6 3),(0 5),(7 5),(2 6),(6 7),(2 8),(0 9),(6 8),0.495
,1,12,16,140,(-1 -1),(0 2),(7 2),(4 11),(4 3),(8 5),(4 5),(0 6),(7 7),(4 8),(9 9),(0 8),0.462
,0,40,16,96,(0 0),(4 12),(8 9),(5 2),(7 7),(8 12),(4 7),(4 10),(7 9),(0 7),(9 9),(0 10),0.46
,1,12,16,140,(-1 -1),(6 2),(0 2),(1 11),(1 3),(0 5),(3 5),(6 6),(2 7),(2 8),(0 9),(6 8),0.537
,1,12,16,140,(-1 -1),(6 2),(3 2),(5 11),(0 3),(4 5),(1 5),(6 6),(0 7),(6 8),(4 9),(0 8),0.431
,1,12,16,140,(-1 -1),(0 2),(4 2),(4 11),(5 3),(8 5),(4 5),(0 6),(7 7),(4 8),(9 9),(0 8),0.405
,0,40,16,96,(0 0),(4 12),(8 9),(5 2),(7 7),(8 12),(0 7),(4 10),(7 9),(3 7),(9 9),(0 10),0.491
,1,12,16,140,(-1 -1),(3 2),(0 2),(4 11),(7 3),(8 5),(0 5),(3 6),(7 7),(4 8),(9 9),(0 8),0.511
