,1,9,10,128,(6 1),(0 0),(-1 -1),(6 0),(2 0),(8 1),(4 4),(7 6),(6 2),(8 2),(10 3),(0 5),(0 7),(0 8),0.257
,1,10,9,129,(9 0),(6 2),(8 1),(4 0),(0 0),(4 1),(3 4),(-1 -1),(4 2),(10 5),(0 4),(8 5),(6 7),(0 7),0.274
,1,9,10,128,(0 0),(2 0),(-1 -1),(4 0),(4 1),(8 1),(4 5),(7 5),(10 2),(0 2),(8 3),(2 5),(0 7),(0 8),0.3
,1,10,10,130,(10 1),(0 0),(2 0),(6 0),(6 2),(6 1),(-1 -1),(7 6),(2 4),(10 2),(4 4),(0 5),(3 7),(0 7),0.235
,1,13,10,136,(9 0),(0 4),(0 0),(4 0),(-1 -1),(7 1),(4 1),(7 5),(9 2),(5 6),(7 3),(2 5),(0 9),(2 7),0.268
,1,8,10,126,(10 1),(4 0),(0 0),(6 0),(-1 -1),(6 1),(0 4),(3 5),(6 2),(8 2),(10 3),(10 5),(8 7),(8 8),0.248
,1,10,10,130,(0 0),(6 1),(-1 -1),(6 0),(2 0),(8 1),(3 4),(6 6),(10 2),(8 2),(0 3),(0 5),(0 9),(0 7),0.283
,1,8,10,126,(0 1),(10 0),(-1 -1),(0 0),(6 0),(2 1),(9 5),(4 4),(4 2),(2 2),(0 3),(0 5),(3 8),(0 7),0.238
,1,10,10,130,(10 1),(0 0),(2 0),(6 0),(6 2),(6 1),(-1 -1),(4 6),(2 4),(10 2),(4 4),(0 5),(0 7),(9 7),0.27
,1,9,10,128,(2 0),(0 0),(-1 -1),(4 0),(4 1),(8 1),(9 5),(4 5),(10 2),(2 2),(8 3),(0 5),(0 7),(0 8),0.336
,1,8,10,126,(6 1),(0 0),(-1 -1),(2 0),(8 0),(2 1),(9 4),(4 5),(4 2),(2 2),(6 3),(0 5),(0 7),(0 8),0.247
,1,12,10,134,(7 0),(0 0),(2 6),(2 0),(-1 -1),(5 1),(2 1),(5 2),(10 2),(10 6),(10 4),(0 5),(6 7),(6 8),0.301
,1,8,10,126,(8 1),(10 0),(-1 -1),(4 0),(0 0),(4 1),(0 4),(3 5),(4 2),(8 2),(6 3),(10 5),(8 7),(8 8),0.3
,1,10,10,130,(6 1),(0 0),(-1 -1),(6 0),(2 0),(8 1),(9 5),(4 6),(10 2),(6 2),(8 3),(0 5),(0 7),(0 8),0.27
,1,9,10,128,(6 1),(0 0),(2 0),(6 0),(-1 -1),(8 1),(4 4),(7 6),(6 2),(8 2),(10 3),(0 5),(0 7),(0 8),0.303
,1,9,10,128,(10 1),(0 0),(-1 -1),(6 0),(2 0),(6 1),(8 2),(3 6),(2 4),(6 2),(4 4),(0 5),(8 7),(0 7),0.321
,1,10,10,130,(0 0),(10 1),(3 4),(6 0),(2 0),(6 1),(-1 -1),(7 6),(6 2),(8 2),(0 3),(0 5),(3 8),(0 7),0.287
,1,8,10,126,(6 1),(0 0),(-1 -1),(2 0),(8 0),(2 1),(9 4),(4 5),(4 2),(2 2),(6 3),(0 5),(0 7),(0 8),0.287
,1,10,10,130,(9 0),(10 4),(0 0),(4 0),(4 1),(8 1),(4 5),(-1 -1),(10 2),(8 2),(2 4),(0 5),(0 7),(7 7),0.297
,0,25,10,60,(8 0),(10 2),(0 0),(5 4),(4 0),(8 1),(5 5),(0 4),(8 2),(8 5),(10 7),(3 8),(8 9),(0 8),0.532
,1,9,10,128,(0 0),(4 0),(-1 -1),(6 0),(6 1),(0 1),(4 5),(7 5),(0 2),(2 2),(10 3),(0 5),(0 7),(0 8),0.393
,1,10,9,129,(9 0),(10 4),(4 1),(4 0),(0 0),(8 1),(0 4),(-1 -1),(10 2),(8 2),(3 5),(5 5),(6 7),(3 7),0.323
,1,10,10,130,(10 1),(0 0),(2 0),(6 0),(-1 -1),(6 1),(9 5),(4 6),(10 2),(6 2),(8 3),(0 5),(0 7),(0 8),0.27
,1,9,10,128,(7 0),(0 0),(6 1),(2 0),(-1 -1),(2 1),(4 5),(7 5),(4 2),(2 2),(10 3),(0 5),(0 7),(0 8),0.256
,1,9,10,128,(6 1),(0 0),(-1 -1),(2 0),(8 0),(2 1),(9 4),(4 6),(2 2),(6 2),(4 3),(0 5),(0 7),(0 8),0.335
,1,9,10,128,(10 1),(4 0),(0 0),(6 0),(-1 -1),(6 1),(0 4),(3 6),(8 2),(6 2),(10 3),(8 5),(8 7),(8 8),0.334
,1,9,10,128,(7 0),(0 0),(-1 -1),(2 0),(6 1),(2 1),(9 5),(4 5),(4 2),(2 2),(10 3),(0 5),(0 7),(0 8),0.364
,1,11,10,132,(9 0),(8 2),(0 0),(4 0),(4 1),(8 1),(3 5),(-1 -1),(10 2),(10 4),(6 5),(0 5),(6 7),(0 7),0.309
,1,9,10,128,(7 0),(0 0),(8 1),(2 0),(-1 -1),(2 1),(4 5),(7 5),(4 2),(2 2),(6 3),(0 5),(0 7),(0 8),0.328
,1,10,9,129,(9 0),(10 2),(0 0),(4 0),(4 1),(8 1),(0 4),(-1 -1),(8 2),(6 5),(8 4),(3 5),(8 7),(3 7),0.281
,1,9,10,128,(6 1),(0 0),(-1 -1),(6 0),(2 0),(8 1),(4 4),(7 6),(6 2),(8 2),(10 3),(0 5),(0 7),(0 8),0.31
,1,9,10,128,(0 0),(2 0),(8 1),(4 0),(-1 -1),(4 1),(4 5),(7 5),(6 2),(0 2),(4 3),(2 5),(0 7),(0 8),0.322
,1,10,9,129,(9 0),(8 2),(0 0),(4 0),(4 1),(8 1),(0 4),(-1 -1),(10 2),(10 4),(3 5),(5 5),(3 7),(7 7),0.269
,1,8,10,126,(4 1),(6 0),(8 0),(0 0),(-1 -1),(0 1),(9 4),(4 5),(0 2),(2 2),(4 3),(0 5),(0 7),(0 8),0.252
,1,9,10,128,(10 1),(0 0),(-1 -1),(6 0),(2 0),(6 1),(8 2),(3 6),(2 4),(6 2),(4 4),(0 5),(8 7),(0 7),0.261
,1,9,10,128,(2 1),(0 0),(8 0),(2 0),(-1 -1),(4 1),(9 4),(4 5),(4 2),(2 2),(6 3),(0 5),(0 9),(0 7),0.318
,1,8,10,126,(8 1),(10 0),(0 0),(4 0),(-1 -1),(4 1),(0 4),(3 5),(6 2),(8 2),(4 3),(10 5),(8 7),(8 8),0.253
,1,9,10,128,(4 1),(10 0),(6 0),(0 0),(-1 -1),(0 1),(9 5),(4 5),(0 2),(2 2),(4 3),(0 5),(0 7),(0 8),0.294
,1,9,10,128,(10 1),(0 0),(2 0),(6 0),(-1 -1),(6 1),(8 2),(3 6),(4 4),(6 2),(2 4),(0 5),(8 7),(0 7),0.246
,1,9,10,128,(0 0),(10 1),(2 0),(6 0),(-1 -1),(6 1),(4 4),(7 6),(6 2),(0 2),(8 3),(2 5),(0 7),(0 8),0.284
,1,12,10,134,(2 0),(0 0),(4 6),(4 0),(-1 -1),(2 1),(7 1),(2 2),(10 2),(10 4),(8 6),(0 5),(0 7),(0 8),0.269
,1,10,10,130,(0 0),(4 0),(6 1),(6 0),(-1 -1),(0 1),(9 5),(4 5),(10 2),(2 2),(0 3),(0 5),(0 9),(0 7),0.268
,1,8,10,126,(4 1),(6 0),(-1 -1),(0 0),(8 0),(0 1),(9 4),(4 5),(4 2),(2 2),(0 3),(0 5),(0 7),(0 8),9.472
,1,8,10,126,(0 1),(10 0),(-1 -1),(0 0),(6 0),(2 1),(4 4),(7 5),(4 2),(0 2),(2 3),(2 5),(0 7),(0 8),9.239
,1,8,10,126,(6 1),(0 0),(-1 -1),(2 0),(8 0),(2 1),(9 4),(4 5),(4 2),(2 2),(6 3),(0 5),(0 7),(0 8),11.394
